school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,average,demographic_use,level_use
2013-2014,42,Hanover County,Learner,Grade 3,12,22,54.55,2014,3,English Language,8,5,2019,hanover_county,Region 1 – Central Virginia,Hanover County,67.63499999999999,-1,80.25,english_language,learner
2013-2014,113,Harrisonburg City,Other,Grade 3,140,184,76.09,2014,3,English Language,8,5,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,63.045,1,63.41,english_language,other
2013-2014,113,Harrisonburg City,Learner,Grade 3,87,174,50,2014,3,English Language,8,5,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,63.045,-1,63.41,english_language,learner
2013-2014,43,Henrico County,Other,Grade 3,2326,3236,71.88,2014,3,English Language,8,5,2019,henrico_county,Region 1 – Central Virginia,Henrico County,62.495,1,70.03,english_language,other
2013-2014,43,Henrico County,Learner,Grade 3,188,354,53.11,2014,3,English Language,8,5,2019,henrico_county,Region 1 – Central Virginia,Henrico County,62.495,-1,70.03,english_language,learner
2013-2014,44,Henry County,Other,Grade 3,284,439,64.69,2014,3,English Language,8,5,2019,henry_county,Region 6 – Western Virginia,Henry County,57.345,1,62.82,english_language,other
2013-2014,44,Henry County,Learner,Grade 3,32,64,50,2014,3,English Language,8,5,2019,henry_county,Region 6 – Western Virginia,Henry County,57.345,-1,62.82,english_language,learner
2013-2014,45,Highland County,Other,Grade 3,8,13,61.54,2014,3,English Language,8,5,2019,highland_county,Region 5 – Valley,Highland County,61.54,1,61.54,english_language,other
2013-2014,114,Hopewell City,Other,Grade 3,125,268,46.64,2014,3,English Language,8,5,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,46.64,1,44.91,english_language,other
2013-2014,46,Isle of Wight County,Other,Grade 3,327,405,80.74,2014,3,English Language,8,5,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,80.74,1,80.15,english_language,other
2013-2014,48,King George County,Other,Grade 3,212,302,70.2,2014,3,English Language,8,5,2019,king_george_county,Region 3 – Northern Neck,King George County,70.2,1,69.84,english_language,other
2013-2014,50,King William County,Other,Grade 3,106,184,57.61,2014,3,English Language,8,5,2019,king_william_county,Region 3 – Northern Neck,King William County,57.61,1,56.99,english_language,other
2013-2014,49,King and Queen County,Other,Grade 3,40,51,78.43,2014,3,English Language,8,5,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,78.43,1,74.07,english_language,other
2013-2014,51,Lancaster County,Other,Grade 3,47,74,63.51,2014,3,English Language,8,5,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,63.51,1,63.51,english_language,other
2013-2014,52,Lee County,Other,Grade 3,160,219,73.06,2014,3,English Language,8,5,2019,lee_county,Region 7 – Southwest,Lee County,73.06,1,73.06,english_language,other
2013-2014,137,Lexington City,Other,Grade 3,43,54,79.63,2014,3,English Language,8,5,2019,lexington_city,Region 5 – Valley,Lexington City,79.63,1,74.58,english_language,other
2013-2014,53,Loudoun County,Other,Grade 3,3873,4644,83.4,2014,3,English Language,8,5,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,67,1,78.38,english_language,other
2013-2014,53,Loudoun County,Learner,Grade 3,424,838,50.6,2014,3,English Language,8,5,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,67,-1,78.38,english_language,learner
2013-2014,54,Louisa County,Other,Grade 3,233,353,66.01,2014,3,English Language,8,5,2019,louisa_county,Region 5 – Valley,Louisa County,66.01,1,65.82,english_language,other
2013-2014,55,Lunenburg County,Other,Grade 3,59,113,52.21,2014,3,English Language,8,5,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,52.21,1,51.24,english_language,other
2013-2014,115,Lynchburg City,Other,Grade 3,322,585,55.04,2014,3,English Language,8,5,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,54.185,1,55,english_language,other
2013-2014,115,Lynchburg City,Learner,Grade 3,8,15,53.33,2014,3,English Language,8,5,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,54.185,-1,55,english_language,learner
2013-2014,56,Madison County,Other,Grade 3,73,136,53.68,2014,3,English Language,8,5,2019,madison_county,Region 4 – Northern Virginia,Madison County,53.68,1,54.01,english_language,other
2013-2014,143,Manassas City,Other,Grade 3,160,224,71.43,2014,3,English Language,8,5,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,62.99,1,62.12,english_language,other
2013-2014,143,Manassas City,Learner,Grade 3,150,275,54.55,2014,3,English Language,8,5,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,62.99,-1,62.12,english_language,learner
2013-2014,144,Manassas Park City,Other,Grade 3,58,95,61.05,2014,3,English Language,8,5,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,51.254999999999995,1,50,english_language,other
2013-2014,144,Manassas Park City,Learner,Grade 3,51,123,41.46,2014,3,English Language,8,5,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,51.254999999999995,-1,50,english_language,learner
2013-2014,116,Martinsville City,Other,Grade 3,62,138,44.93,2014,3,English Language,8,5,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,39.129999999999995,1,43.4,english_language,other
2013-2014,116,Martinsville City,Learner,Grade 3,7,21,33.33,2014,3,English Language,8,5,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,39.129999999999995,-1,43.4,english_language,learner
2013-2014,57,Mathews County,Other,Grade 3,47,75,62.67,2014,3,English Language,8,5,2019,mathews_county,Region 3 – Northern Neck,Mathews County,62.67,1,62.67,english_language,other
2013-2014,58,Mecklenburg County,Other,Grade 3,214,328,65.24,2014,3,English Language,8,5,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,65.24,1,65.26,english_language,other
2013-2014,59,Middlesex County,Other,Grade 3,77,87,88.51,2014,3,English Language,8,5,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,88.51,1,88.64,english_language,other
2013-2014,60,Montgomery County,Other,Grade 3,513,692,74.13,2014,3,English Language,8,5,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,74.13,1,73.28,english_language,other
2013-2014,62,Nelson County,Other,Grade 3,73,125,58.4,2014,3,English Language,8,5,2019,nelson_county,Region 5 – Valley,Nelson County,58.4,1,58.46,english_language,other
2013-2014,63,New Kent County,Other,Grade 3,148,221,66.97,2014,3,English Language,8,5,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,66.97,1,66.67,english_language,other
2013-2014,117,Newport News City,Other,Grade 3,1141,1939,58.84,2014,3,English Language,8,5,2019,newport_news_city,Region 2 – Tidewater,Newport News City,49.24,1,57.8,english_language,other
2013-2014,117,Newport News City,Learner,Grade 3,44,111,39.64,2014,3,English Language,8,5,2019,newport_news_city,Region 2 – Tidewater,Newport News City,49.24,-1,57.8,english_language,learner
2013-2014,118,Norfolk City,Other,Grade 3,1278,2302,55.52,2014,3,English Language,8,5,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,53,1,55.3,english_language,other
2013-2014,118,Norfolk City,Learner,Grade 3,53,105,50.48,2014,3,English Language,8,5,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,53,-1,55.3,english_language,learner
2013-2014,65,Northampton County,Other,Grade 3,55,95,57.89,2014,3,English Language,8,5,2019,northampton_county,Region 2 – Tidewater,Northampton County,55.260000000000005,1,57.02,english_language,other
2013-2014,65,Northampton County,Learner,Grade 3,10,19,52.63,2014,3,English Language,8,5,2019,northampton_county,Region 2 – Tidewater,Northampton County,55.260000000000005,-1,57.02,english_language,learner
2013-2014,66,Northumberland County,Other,Grade 3,73,93,78.49,2014,3,English Language,8,5,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,78.49,1,79,english_language,other
2013-2014,119,Norton City,Other,Grade 3,50,63,79.37,2014,3,English Language,8,5,2019,norton_city,Region 7 – Southwest,Norton City,79.37,1,78.13,english_language,other
2013-2014,67,Nottoway County,Other,Grade 3,91,146,62.33,2014,3,English Language,8,5,2019,nottoway_county,Region 8 – Southside,Nottoway County,62.33,1,62.75,english_language,other
2013-2014,68,Orange County,Other,Grade 3,226,335,67.46,2014,3,English Language,8,5,2019,orange_county,Region 4 – Northern Virginia,Orange County,70.095,-1,67.63,english_language,other
2013-2014,68,Orange County,Learner,Grade 3,8,11,72.73,2014,3,English Language,8,5,2019,orange_county,Region 4 – Northern Virginia,Orange County,70.095,1,67.63,english_language,learner
2013-2014,69,Page County,Other,Grade 3,156,260,60,2014,3,English Language,8,5,2019,page_county,Region 4 – Northern Virginia,Page County,60,1,59.77,english_language,other
2013-2014,70,Patrick County,Other,Grade 3,144,217,66.36,2014,3,English Language,8,5,2019,patrick_county,Region 6 – Western Virginia,Patrick County,66.36,1,65.47,english_language,other
2013-2014,120,Petersburg City,Other,Grade 3,150,273,54.95,2014,3,English Language,8,5,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,63.84,-1,55.63,english_language,other
2013-2014,120,Petersburg City,Learner,Grade 3,8,11,72.73,2014,3,English Language,8,5,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,63.84,1,55.63,english_language,learner
2013-2014,71,Pittsylvania County,Other,Grade 3,444,610,72.79,2014,3,English Language,8,5,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,71.39500000000001,1,72.7,english_language,other
2013-2014,71,Pittsylvania County,Learner,Grade 3,14,20,70,2014,3,English Language,8,5,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,71.39500000000001,-1,72.7,english_language,learner
2013-2014,142,Poquoson City,Other,Grade 3,118,153,77.12,2014,3,English Language,8,5,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,77.12,1,77.12,english_language,other
2013-2014,121,Portsmouth City,Other,Grade 3,645,1116,57.8,2014,3,English Language,8,5,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,57.8,1,57.75,english_language,other
2013-2014,72,Powhatan County,Other,Grade 3,236,309,76.38,2014,3,English Language,8,5,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,76.38,1,76.38,english_language,other
2013-2014,73,Prince Edward County,Other,Grade 3,101,155,65.16,2014,3,English Language,8,5,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,65.16,1,65.16,english_language,other
2013-2014,74,Prince George County,Other,Grade 3,322,421,76.48,2014,3,English Language,8,5,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,76.48,1,76,english_language,other
2013-2014,75,Prince William County,Other,Grade 3,3383,4341,77.93,2014,3,English Language,8,5,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,67.66,1,72.11,english_language,other
2013-2014,75,Prince William County,Learner,Grade 3,986,1718,57.39,2014,3,English Language,8,5,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,67.66,-1,72.11,english_language,learner
2013-2014,77,Pulaski County,Other,Grade 3,220,316,69.62,2014,3,English Language,8,5,2019,pulaski_county,Region 7 – Southwest,Pulaski County,69.62,1,69.69,english_language,other
2013-2014,122,Radford City,Other,Grade 3,64,116,55.17,2014,3,English Language,8,5,2019,radford_city,Region 7 – Southwest,Radford City,55.17,1,56.2,english_language,other
2013-2014,78,Rappahannock County,Other,Grade 3,43,59,72.88,2014,3,English Language,8,5,2019,rappahannock_county,Region 4 – Northern Virginia,Rappahannock County,72.88,1,72.88,english_language,other
2013-2014,123,Richmond City,Other,Grade 3,898,1664,53.97,2014,3,English Language,8,5,2019,richmond_city,Region 1 – Central Virginia,Richmond City,49.64,1,53.35,english_language,other
2013-2014,123,Richmond City,Learner,Grade 3,58,128,45.31,2014,3,English Language,8,5,2019,richmond_city,Region 1 – Central Virginia,Richmond City,49.64,-1,53.35,english_language,learner
2013-2014,79,Richmond County,Other,Grade 3,47,83,56.63,2014,3,English Language,8,5,2019,richmond_county,Region 3 – Northern Neck,Richmond County,56.63,1,55.43,english_language,other
2013-2014,124,Roanoke City,Other,Grade 3,547,802,68.2,2014,3,English Language,8,5,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,67.24000000000001,1,68.02,english_language,other
2013-2014,124,Roanoke City,Learner,Grade 3,57,86,66.28,2014,3,English Language,8,5,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,67.24000000000001,-1,68.02,english_language,learner
2013-2014,80,Roanoke County,Other,Grade 3,686,948,72.36,2014,3,English Language,8,5,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,65.725,1,72.06,english_language,other
2013-2014,80,Roanoke County,Learner,Grade 3,13,22,59.09,2014,3,English Language,8,5,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,65.725,-1,72.06,english_language,learner
2013-2014,81,Rockbridge County,Other,Grade 3,113,178,63.48,2014,3,English Language,8,5,2019,rockbridge_county,Region 5 – Valley,Rockbridge County,63.48,1,63.48,english_language,other
2013-2014,82,Rockingham County,Other,Grade 3,532,753,70.65,2014,3,English Language,8,5,2019,rockingham_county,Region 5 – Valley,Rockingham County,60.935,1,68.74,english_language,other
2013-2014,82,Rockingham County,Learner,Grade 3,42,82,51.22,2014,3,English Language,8,5,2019,rockingham_county,Region 5 – Valley,Rockingham County,60.935,-1,68.74,english_language,learner
2013-2014,83,Russell County,Other,Grade 3,217,303,71.62,2014,3,English Language,8,5,2019,russell_county,Region 7 – Southwest,Russell County,71.62,1,71.9,english_language,other
2013-2014,139,Salem City,Other,Grade 3,198,249,79.52,2014,3,English Language,8,5,2019,salem_city,Region 6 – Western Virginia,Salem City,70.315,1,78.28,english_language,other
2013-2014,139,Salem City,Learner,Grade 3,11,18,61.11,2014,3,English Language,8,5,2019,salem_city,Region 6 – Western Virginia,Salem City,70.315,-1,78.28,english_language,learner
2013-2014,84,Scott County,Other,Grade 3,189,262,72.14,2014,3,English Language,8,5,2019,scott_county,Region 7 – Southwest,Scott County,72.14,1,72.35,english_language,other
2013-2014,85,Shenandoah County,Other,Grade 3,223,377,59.15,2014,3,English Language,8,5,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,45.364999999999995,1,56.63,english_language,other
2013-2014,85,Shenandoah County,Learner,Grade 3,12,38,31.58,2014,3,English Language,8,5,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,45.364999999999995,-1,56.63,english_language,learner
2013-2014,86,Smyth County,Other,Grade 3,229,328,69.82,2014,3,English Language,8,5,2019,smyth_county,Region 7 – Southwest,Smyth County,69.82,1,69.39,english_language,other
2013-2014,87,Southampton County,Other,Grade 3,121,190,63.68,2014,3,English Language,8,5,2019,southampton_county,Region 2 – Tidewater,Southampton County,63.68,1,63.68,english_language,other
2013-2014,88,Spotsylvania County,Other,Grade 3,1085,1627,66.69,2014,3,English Language,8,5,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,52.325,1,64.9,english_language,other
2013-2014,88,Spotsylvania County,Learner,Grade 3,41,108,37.96,2014,3,English Language,8,5,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,52.325,-1,64.9,english_language,learner
2013-2014,89,Stafford County,Other,Grade 3,1134,1587,71.46,2014,3,English Language,8,5,2019,stafford_county,Region 3 – Northern Neck,Stafford County,62.295,1,69.78,english_language,other
2013-2014,89,Stafford County,Learner,Grade 3,85,160,53.13,2014,3,English Language,8,5,2019,stafford_county,Region 3 – Northern Neck,Stafford County,62.295,-1,69.78,english_language,learner
2013-2014,126,Staunton City,Other,Grade 3,123,202,60.89,2014,3,English Language,8,5,2019,staunton_city,Region 5 – Valley,Staunton City,60.89,1,60.49,english_language,other
2013-2014,127,Suffolk City,Other,Grade 3,629,1081,58.19,2014,3,English Language,8,5,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,58.19,1,58.13,english_language,other
2013-2014,90,Surry County,Other,Grade 3,36,63,57.14,2014,3,English Language,8,5,2019,surry_county,Region 1 – Central Virginia,Surry County,57.14,1,57.81,english_language,other
2013-2014,91,Sussex County,Other,Grade 3,37,75,49.33,2014,3,English Language,8,5,2019,sussex_county,Region 1 – Central Virginia,Sussex County,49.33,1,49.33,english_language,other
2013-2014,92,Tazewell County,Other,Grade 3,340,465,73.12,2014,3,English Language,8,5,2019,tazewell_county,Region 7 – Southwest,Tazewell County,73.12,1,73.35,english_language,other
2013-2014,128,Virginia Beach City,Other,Grade 3,3762,4971,75.68,2014,3,English Language,8,5,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,65.05000000000001,1,75.07,english_language,other
2013-2014,128,Virginia Beach City,Learner,Grade 3,80,147,54.42,2014,3,English Language,8,5,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,65.05000000000001,-1,75.07,english_language,learner
2013-2014,93,Warren County,Other,Grade 3,249,372,66.94,2014,3,English Language,8,5,2019,warren_county,Region 4 – Northern Virginia,Warren County,62.879999999999995,1,66.58,english_language,other
2013-2014,93,Warren County,Learner,Grade 3,10,17,58.82,2014,3,English Language,8,5,2019,warren_county,Region 4 – Northern Virginia,Warren County,62.879999999999995,-1,66.58,english_language,learner
2013-2014,94,Washington County,Other,Grade 3,379,501,75.65,2014,3,English Language,8,5,2019,washington_county,Region 7 – Southwest,Washington County,75.65,1,75.94,english_language,other
2013-2014,130,Waynesboro City,Other,Grade 3,142,215,66.05,2014,3,English Language,8,5,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,66.05,1,64.26,english_language,other
2013-2014,207,West Point,Other,Grade 3,45,50,90,2014,3,English Language,8,5,2019,west_point,Region 3 – Northern Neck,West Point,90,1,90,english_language,other
2013-2014,95,Westmoreland County,Other,Grade 3,58,90,64.44,2014,3,English Language,8,5,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,64.57499999999999,-1,64.49,english_language,other
2013-2014,95,Westmoreland County,Learner,Grade 3,11,17,64.71,2014,3,English Language,8,5,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,64.57499999999999,1,64.49,english_language,learner
2013-2014,131,Williamsburg-James City County,Other,Grade 3,558,744,75,2014,3,English Language,8,5,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,59.239999999999995,1,74.05,english_language,other
2013-2014,131,Williamsburg-James City County,Learner,Grade 3,10,23,43.48,2014,3,English Language,8,5,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,59.239999999999995,-1,74.05,english_language,learner
2013-2014,132,Winchester City,Other,Grade 3,140,193,72.54,2014,3,English Language,8,5,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,70.11500000000001,1,71.32,english_language,other
2013-2014,132,Winchester City,Learner,Grade 3,44,65,67.69,2014,3,English Language,8,5,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,70.11500000000001,-1,71.32,english_language,learner
2013-2014,96,Wise County,Other,Grade 3,339,415,81.69,2014,3,English Language,8,5,2019,wise_county,Region 7 – Southwest,Wise County,81.69,1,81.77,english_language,other
2013-2014,97,Wythe County,Other,Grade 3,235,307,76.55,2014,3,English Language,8,5,2019,wythe_county,Region 7 – Southwest,Wythe County,76.55,1,76.55,english_language,other
2013-2014,98,York County,Other,Grade 3,646,853,75.73,2014,3,English Language,8,5,2019,york_county,Region 2 – Tidewater,York County,64.53,1,74.97,english_language,other
2013-2014,98,York County,Learner,Grade 3,16,30,53.33,2014,3,English Language,8,5,2019,york_county,Region 2 – Tidewater,York County,64.53,-1,74.97,english_language,learner
2014-2015,1,Accomack County,Other,Grade 4,197,287,68.64,2015,4,English Language,8,4,2019,accomack_county,Region 2 – Tidewater,Accomack County,63.485,1,66.57,english_language,other
2014-2015,1,Accomack County,Learner,Grade 4,42,72,58.33,2015,4,English Language,8,4,2019,accomack_county,Region 2 – Tidewater,Accomack County,63.485,-1,66.57,english_language,learner
2014-2015,2,Albemarle County,Other,Grade 4,708,900,78.67,2015,4,English Language,8,4,2019,albemarle_county,Region 5 – Valley,Albemarle County,66.465,1,76.36,english_language,other
2014-2015,2,Albemarle County,Learner,Grade 4,51,94,54.26,2015,4,English Language,8,4,2019,albemarle_county,Region 5 – Valley,Albemarle County,66.465,-1,76.36,english_language,learner
2014-2015,101,Alexandria City,Other,Grade 4,521,655,79.54,2015,4,English Language,8,4,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,61.975,1,66.93,english_language,other
2014-2015,101,Alexandria City,Learner,Grade 4,163,367,44.41,2015,4,English Language,8,4,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,61.975,-1,66.93,english_language,learner
2014-2015,3,Alleghany County,Other,Grade 4,116,164,70.73,2015,4,English Language,8,4,2019,alleghany_county,Region 6 – Western Virginia,Alleghany County,70.73,1,70.73,english_language,other
2014-2015,4,Amelia County,Other,Grade 4,85,114,74.56,2015,4,English Language,8,4,2019,amelia_county,Region 8 – Southside,Amelia County,74.56,1,73.73,english_language,other
2014-2015,5,Amherst County,Other,Grade 4,231,304,75.99,2015,4,English Language,8,4,2019,amherst_county,Region 5 – Valley,Amherst County,75.99,1,75.99,english_language,other
2014-2015,6,Appomattox County,Other,Grade 4,124,145,85.52,2015,4,English Language,8,4,2019,appomattox_county,Region 8 – Southside,Appomattox County,85.52,1,85.52,english_language,other
2014-2015,7,Arlington County,Other,Grade 4,1325,1435,92.33,2015,4,English Language,8,4,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,79.97999999999999,1,86.43,english_language,other
2014-2015,7,Arlington County,Learner,Grade 4,305,451,67.63,2015,4,English Language,8,4,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,79.97999999999999,-1,86.43,english_language,learner
2014-2015,8,Augusta County,Other,Grade 4,554,754,73.47,2015,4,English Language,8,4,2019,augusta_county,Region 5 – Valley,Augusta County,69.425,1,73.21,english_language,other
2014-2015,8,Augusta County,Learner,Grade 4,17,26,65.38,2015,4,English Language,8,4,2019,augusta_county,Region 5 – Valley,Augusta County,69.425,-1,73.21,english_language,learner
2014-2015,9,Bath County,Other,Grade 4,27,35,77.14,2015,4,English Language,8,4,2019,bath_county,Region 5 – Valley,Bath County,77.14,1,77.14,english_language,other
2014-2015,10,Bedford County,Other,Grade 4,516,673,76.67,2015,4,English Language,8,4,2019,bedford_county,Region 5 – Valley,Bedford County,70.69,1,76.38,english_language,other
2014-2015,10,Bedford County,Learner,Grade 4,11,17,64.71,2015,4,English Language,8,4,2019,bedford_county,Region 5 – Valley,Bedford County,70.69,-1,76.38,english_language,learner
2014-2015,11,Bland County,Other,Grade 4,55,67,82.09,2015,4,English Language,8,4,2019,bland_county,Region 7 – Southwest,Bland County,82.09,1,82.09,english_language,other
2014-2015,12,Botetourt County,Other,Grade 4,277,326,84.97,2015,4,English Language,8,4,2019,botetourt_county,Region 6 – Western Virginia,Botetourt County,84.97,1,84.55,english_language,other
2014-2015,102,Bristol City,Other,Grade 4,127,163,77.91,2015,4,English Language,8,4,2019,bristol_city,Region 7 – Southwest,Bristol City,77.91,1,78.05,english_language,other
2014-2015,13,Brunswick County,Other,Grade 4,91,124,73.39,2015,4,English Language,8,4,2019,brunswick_county,Region 8 – Southside,Brunswick County,73.39,1,70,english_language,other
2014-2015,14,Buchanan County,Other,Grade 4,152,202,75.25,2015,4,English Language,8,4,2019,buchanan_county,Region 7 – Southwest,Buchanan County,75.25,1,75.25,english_language,other
2014-2015,15,Buckingham County,Other,Grade 4,106,151,70.2,2015,4,English Language,8,4,2019,buckingham_county,Region 8 – Southside,Buckingham County,70.2,1,70.2,english_language,other
2014-2015,103,Buena Vista City,Other,Grade 4,45,73,61.64,2015,4,English Language,8,4,2019,buena_vista_city,Region 5 – Valley,Buena Vista City,61.64,1,61.64,english_language,other
2014-2015,16,Campbell County,Other,Grade 4,446,529,84.31,2015,4,English Language,8,4,2019,campbell_county,Region 5 – Valley,Campbell County,84.31,1,83.58,english_language,other
2014-2015,17,Caroline County,Other,Grade 4,228,334,68.26,2015,4,English Language,8,4,2019,caroline_county,Region 3 – Northern Neck,Caroline County,68.26,1,67.64,english_language,other
2014-2015,18,Carroll County,Other,Grade 4,218,274,79.56,2015,4,English Language,8,4,2019,carroll_county,Region 7 – Southwest,Carroll County,74.78,1,78.91,english_language,other
2014-2015,18,Carroll County,Learner,Grade 4,14,20,70,2015,4,English Language,8,4,2019,carroll_county,Region 7 – Southwest,Carroll County,74.78,-1,78.91,english_language,learner
2014-2015,19,Charles City County,Other,Grade 4,30,56,53.57,2015,4,English Language,8,4,2019,charles_city_county,Region 1 – Central Virginia,Charles City County,53.57,1,51.72,english_language,other
2014-2015,20,Charlotte County,Other,Grade 4,104,140,74.29,2015,4,English Language,8,4,2019,charlotte_county,Region 8 – Southside,Charlotte County,74.29,1,73.94,english_language,other
2014-2015,104,Charlottesville City,Other,Grade 4,210,266,78.95,2015,4,English Language,8,4,2019,charlottesville_city,Region 5 – Valley,Charlottesville City,74.325,1,77.93,english_language,other
2014-2015,104,Charlottesville City,Learner,Grade 4,23,33,69.7,2015,4,English Language,8,4,2019,charlottesville_city,Region 5 – Valley,Charlottesville City,74.325,-1,77.93,english_language,learner
2014-2015,136,Chesapeake City,Other,Grade 4,2133,2661,80.16,2015,4,English Language,8,4,2019,chesapeake_city,Region 2 – Tidewater,Chesapeake City,73.59,1,79.71,english_language,other
2014-2015,136,Chesapeake City,Learner,Grade 4,63,94,67.02,2015,4,English Language,8,4,2019,chesapeake_city,Region 2 – Tidewater,Chesapeake City,73.59,-1,79.71,english_language,learner
2014-2015,21,Chesterfield County,Other,Grade 4,3173,3821,83.04,2015,4,English Language,8,4,2019,chesterfield_county,Region 1 – Central Virginia,Chesterfield County,74.04,1,81.06,english_language,other
2014-2015,21,Chesterfield County,Learner,Grade 4,307,472,65.04,2015,4,English Language,8,4,2019,chesterfield_county,Region 1 – Central Virginia,Chesterfield County,74.04,-1,81.06,english_language,learner
2014-2015,22,Clarke County,Other,Grade 4,100,128,78.13,2015,4,English Language,8,4,2019,clarke_county,Region 4 – Northern Virginia,Clarke County,78.13,1,77.86,english_language,other
2014-2015,202,Colonial Beach,Other,Grade 4,31,40,77.5,2015,4,English Language,8,4,2019,colonial_beach,Region 3 – Northern Neck,Colonial Beach,77.5,1,77.5,english_language,other
2014-2015,106,Colonial Heights City,Other,Grade 4,163,194,84.02,2015,4,English Language,8,4,2019,colonial_heights_city,Region 1 – Central Virginia,Colonial Heights City,84.02,1,84.65,english_language,other
2014-2015,107,Covington City,Other,Grade 4,47,63,74.6,2015,4,English Language,8,4,2019,covington_city,Region 6 – Western Virginia,Covington City,74.6,1,74.6,english_language,other
2014-2015,23,Craig County,Other,Grade 4,37,40,92.5,2015,4,English Language,8,4,2019,craig_county,Region 6 – Western Virginia,Craig County,92.5,1,92.5,english_language,other
2014-2015,24,Culpeper County,Other,Grade 4,389,486,80.04,2015,4,English Language,8,4,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,67.47,1,77.65,english_language,other
2014-2015,24,Culpeper County,Learner,Grade 4,28,51,54.9,2015,4,English Language,8,4,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,67.47,-1,77.65,english_language,learner
2014-2015,25,Cumberland County,Other,Grade 4,56,96,58.33,2015,4,English Language,8,4,2019,cumberland_county,Region 8 – Southside,Cumberland County,58.33,1,59.18,english_language,other
2014-2015,108,Danville City,Other,Grade 4,211,394,53.55,2015,4,English Language,8,4,2019,danville_city,Region 6 – Western Virginia,Danville City,62.07,-1,54.91,english_language,other
2014-2015,108,Danville City,Learner,Grade 4,24,34,70.59,2015,4,English Language,8,4,2019,danville_city,Region 6 – Western Virginia,Danville City,62.07,1,54.91,english_language,learner
2014-2015,26,Dickenson County,Other,Grade 4,97,155,62.58,2015,4,English Language,8,4,2019,dickenson_county,Region 7 – Southwest,Dickenson County,62.58,1,62.58,english_language,other
