school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,min_rate,average,filter_out,demographic_use,level_use
2017-2018,22,Clarke County,Disadvan,Grade 7,23,32,71.88,2018,7,Socioeconomics,8,1,2019,clarke_county,Region 4 – Northern Virginia,Clarke County,78.395,-1,71.88,81.88,0,socioeconomics,disadvan
2017-2018,202,Colonial Beach,Other,Grade 7,10,10,100,2018,7,Socioeconomics,8,1,2019,colonial_beach,Region 3 – Northern Neck,Colonial Beach,81.43,1,62.86,71.11,0,socioeconomics,other
2017-2018,202,Colonial Beach,Disadvan,Grade 7,22,35,62.86,2018,7,Socioeconomics,8,1,2019,colonial_beach,Region 3 – Northern Neck,Colonial Beach,81.43,-1,62.86,71.11,0,socioeconomics,disadvan
2017-2018,106,Colonial Heights City,Other,Grade 7,102,116,87.93,2018,7,Socioeconomics,8,1,2019,colonial_heights_city,Region 1 – Central Virginia,Colonial Heights City,83.11500000000001,1,78.3,83.33,0,socioeconomics,other
2017-2018,106,Colonial Heights City,Disadvan,Grade 7,83,106,78.3,2018,7,Socioeconomics,8,1,2019,colonial_heights_city,Region 1 – Central Virginia,Colonial Heights City,83.11500000000001,-1,78.3,83.33,0,socioeconomics,disadvan
2017-2018,107,Covington City,Other,Grade 7,25,29,86.21,2018,7,Socioeconomics,8,1,2019,covington_city,Region 6 – Western Virginia,Covington City,75.05,1,63.89,73.85,0,socioeconomics,other
2017-2018,107,Covington City,Disadvan,Grade 7,23,36,63.89,2018,7,Socioeconomics,8,1,2019,covington_city,Region 6 – Western Virginia,Covington City,75.05,-1,63.89,73.85,0,socioeconomics,disadvan
2017-2018,23,Craig County,Other,Grade 7,19,21,90.48,2018,7,Socioeconomics,8,1,2019,craig_county,Region 6 – Western Virginia,Craig County,80.24000000000001,1,70,80.49,0,socioeconomics,other
2017-2018,23,Craig County,Disadvan,Grade 7,14,20,70,2018,7,Socioeconomics,8,1,2019,craig_county,Region 6 – Western Virginia,Craig County,80.24000000000001,-1,70,80.49,0,socioeconomics,disadvan
2017-2018,24,Culpeper County,Other,Grade 7,261,283,92.23,2018,7,Socioeconomics,8,1,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,83.95,1,75.67,84.25,0,socioeconomics,other
2017-2018,24,Culpeper County,Disadvan,Grade 7,199,263,75.67,2018,7,Socioeconomics,8,1,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,83.95,-1,75.67,84.25,0,socioeconomics,disadvan
2017-2018,25,Cumberland County,Other,Grade 7,34,36,94.44,2018,7,Socioeconomics,8,1,2019,cumberland_county,Region 8 – Southside,Cumberland County,84.315,1,74.19,81.63,0,socioeconomics,other
2017-2018,25,Cumberland County,Disadvan,Grade 7,46,62,74.19,2018,7,Socioeconomics,8,1,2019,cumberland_county,Region 8 – Southside,Cumberland County,84.315,-1,74.19,81.63,0,socioeconomics,disadvan
2017-2018,108,Danville City,Other,Grade 7,77,112,68.75,2018,7,Socioeconomics,8,1,2019,danville_city,Region 6 – Western Virginia,Danville City,59.285,1,49.82,55.32,0,socioeconomics,other
2017-2018,108,Danville City,Disadvan,Grade 7,136,273,49.82,2018,7,Socioeconomics,8,1,2019,danville_city,Region 6 – Western Virginia,Danville City,59.285,-1,49.82,55.32,0,socioeconomics,disadvan
2017-2018,26,Dickenson County,Other,Grade 7,37,43,86.05,2018,7,Socioeconomics,8,1,2019,dickenson_county,Region 7 – Southwest,Dickenson County,79.92,1,73.79,77.4,0,socioeconomics,other
2017-2018,26,Dickenson County,Disadvan,Grade 7,76,103,73.79,2018,7,Socioeconomics,8,1,2019,dickenson_county,Region 7 – Southwest,Dickenson County,79.92,-1,73.79,77.4,0,socioeconomics,disadvan
2017-2018,27,Dinwiddie County,Other,Grade 7,109,128,85.16,2018,7,Socioeconomics,8,1,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,80.225,1,75.29,79.47,0,socioeconomics,other
2017-2018,27,Dinwiddie County,Disadvan,Grade 7,131,174,75.29,2018,7,Socioeconomics,8,1,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,80.225,-1,75.29,79.47,0,socioeconomics,disadvan
2017-2018,28,Essex County,Other,Grade 7,22,27,81.48,2018,7,Socioeconomics,8,1,2019,essex_county,Region 3 – Northern Neck,Essex County,76.105,1,70.73,73.39,0,socioeconomics,other
2017-2018,28,Essex County,Disadvan,Grade 7,58,82,70.73,2018,7,Socioeconomics,8,1,2019,essex_county,Region 3 – Northern Neck,Essex County,76.105,-1,70.73,73.39,0,socioeconomics,disadvan
2017-2018,29,Fairfax County,Other,Grade 7,9151,9784,93.53,2018,7,Socioeconomics,8,1,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,79.1,1,64.67,85.19,0,socioeconomics,other
2017-2018,29,Fairfax County,Disadvan,Grade 7,2574,3980,64.67,2018,7,Socioeconomics,8,1,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,79.1,-1,64.67,85.19,0,socioeconomics,disadvan
2017-2018,109,Falls Church City,Other,Grade 7,158,170,92.94,2018,7,Socioeconomics,8,1,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,85.36,1,77.78,91.49,0,socioeconomics,other
2017-2018,109,Falls Church City,Disadvan,Grade 7,14,18,77.78,2018,7,Socioeconomics,8,1,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,85.36,-1,77.78,91.49,0,socioeconomics,disadvan
2017-2018,30,Fauquier County,Other,Grade 7,524,601,87.19,2018,7,Socioeconomics,8,1,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,76.69999999999999,1,66.21,81.59,0,socioeconomics,other
2017-2018,30,Fauquier County,Disadvan,Grade 7,145,219,66.21,2018,7,Socioeconomics,8,1,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,76.69999999999999,-1,66.21,81.59,0,socioeconomics,disadvan
2017-2018,31,Floyd County,Other,Grade 7,74,84,88.1,2018,7,Socioeconomics,8,1,2019,floyd_county,Region 6 – Western Virginia,Floyd County,85.265,1,82.43,85.44,0,socioeconomics,other
2017-2018,31,Floyd County,Disadvan,Grade 7,61,74,82.43,2018,7,Socioeconomics,8,1,2019,floyd_county,Region 6 – Western Virginia,Floyd County,85.265,-1,82.43,85.44,0,socioeconomics,disadvan
2017-2018,32,Fluvanna County,Other,Grade 7,167,192,86.98,2018,7,Socioeconomics,8,1,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,75.595,1,64.21,79.44,0,socioeconomics,other
2017-2018,32,Fluvanna County,Disadvan,Grade 7,61,95,64.21,2018,7,Socioeconomics,8,1,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,75.595,-1,64.21,79.44,0,socioeconomics,disadvan
2017-2018,135,Franklin City,Other,Grade 7,17,20,85,2018,7,Socioeconomics,8,1,2019,franklin_city,Region 2 – Tidewater,Franklin City,82.88499999999999,1,80.77,81.94,0,socioeconomics,other
2017-2018,135,Franklin City,Disadvan,Grade 7,42,52,80.77,2018,7,Socioeconomics,8,1,2019,franklin_city,Region 2 – Tidewater,Franklin City,82.88499999999999,-1,80.77,81.94,0,socioeconomics,disadvan
2017-2018,33,Franklin County,Other,Grade 7,234,254,92.13,2018,7,Socioeconomics,8,1,2019,franklin_county,Region 6 – Western Virginia,Franklin County,83.99,1,75.85,83.82,0,socioeconomics,other
2017-2018,33,Franklin County,Disadvan,Grade 7,201,265,75.85,2018,7,Socioeconomics,8,1,2019,franklin_county,Region 6 – Western Virginia,Franklin County,83.99,-1,75.85,83.82,0,socioeconomics,disadvan
2017-2018,34,Frederick County,Other,Grade 7,593,676,87.72,2018,7,Socioeconomics,8,1,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,75.25,1,62.78,79.05,0,socioeconomics,other
2017-2018,34,Frederick County,Disadvan,Grade 7,226,360,62.78,2018,7,Socioeconomics,8,1,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,75.25,-1,62.78,79.05,0,socioeconomics,disadvan
2017-2018,110,Fredericksburg City,Other,Grade 7,95,129,73.64,2018,7,Socioeconomics,8,1,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,67.95,1,62.26,68.51,0,socioeconomics,other
2017-2018,110,Fredericksburg City,Disadvan,Grade 7,66,106,62.26,2018,7,Socioeconomics,8,1,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,67.95,-1,62.26,68.51,0,socioeconomics,disadvan
2017-2018,111,Galax City,Other,Grade 7,30,32,93.75,2018,7,Socioeconomics,8,1,2019,galax_city,Region 7 – Southwest,Galax City,87.555,1,81.36,85.71,0,socioeconomics,other
2017-2018,111,Galax City,Disadvan,Grade 7,48,59,81.36,2018,7,Socioeconomics,8,1,2019,galax_city,Region 7 – Southwest,Galax City,87.555,-1,81.36,85.71,0,socioeconomics,disadvan
2017-2018,35,Giles County,Other,Grade 7,76,86,88.37,2018,7,Socioeconomics,8,1,2019,giles_county,Region 7 – Southwest,Giles County,78.94,1,69.51,79.17,0,socioeconomics,other
2017-2018,35,Giles County,Disadvan,Grade 7,57,82,69.51,2018,7,Socioeconomics,8,1,2019,giles_county,Region 7 – Southwest,Giles County,78.94,-1,69.51,79.17,0,socioeconomics,disadvan
2017-2018,36,Gloucester County,Other,Grade 7,192,221,86.88,2018,7,Socioeconomics,8,1,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,77.54499999999999,1,68.21,79.3,0,socioeconomics,other
2017-2018,36,Gloucester County,Disadvan,Grade 7,103,151,68.21,2018,7,Socioeconomics,8,1,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,77.54499999999999,-1,68.21,79.3,0,socioeconomics,disadvan
2017-2018,37,Goochland County,Other,Grade 7,131,145,90.34,2018,7,Socioeconomics,8,1,2019,goochland_county,Region 1 – Central Virginia,Goochland County,84.64500000000001,1,78.95,87.13,0,socioeconomics,other
2017-2018,37,Goochland County,Disadvan,Grade 7,45,57,78.95,2018,7,Socioeconomics,8,1,2019,goochland_county,Region 1 – Central Virginia,Goochland County,84.64500000000001,-1,78.95,87.13,0,socioeconomics,disadvan
2017-2018,38,Grayson County,Other,Grade 7,40,45,88.89,2018,7,Socioeconomics,8,1,2019,grayson_county,Region 7 – Southwest,Grayson County,78.69,1,68.49,76.27,0,socioeconomics,other
2017-2018,38,Grayson County,Disadvan,Grade 7,50,73,68.49,2018,7,Socioeconomics,8,1,2019,grayson_county,Region 7 – Southwest,Grayson County,78.69,-1,68.49,76.27,0,socioeconomics,disadvan
2017-2018,39,Greene County,Other,Grade 7,101,121,83.47,2018,7,Socioeconomics,8,1,2019,greene_county,Region 5 – Valley,Greene County,72.88499999999999,1,62.3,72.84,0,socioeconomics,other
2017-2018,39,Greene County,Disadvan,Grade 7,76,122,62.3,2018,7,Socioeconomics,8,1,2019,greene_county,Region 5 – Valley,Greene County,72.88499999999999,-1,62.3,72.84,0,socioeconomics,disadvan
2017-2018,40,Greensville County,Disadvan,Grade 7,101,143,70.63,2018,7,Socioeconomics,8,1,2019,greensville_county,Region 8 – Southside,Greensville County,70.63,1,70.63,70.63,0,socioeconomics,disadvan
2017-2018,41,Halifax County,Other,Grade 7,112,125,89.6,2018,7,Socioeconomics,8,1,2019,halifax_county,Region 8 – Southside,Halifax County,78.555,1,67.51,75.14,0,socioeconomics,other
2017-2018,41,Halifax County,Disadvan,Grade 7,160,237,67.51,2018,7,Socioeconomics,8,1,2019,halifax_county,Region 8 – Southside,Halifax County,78.555,-1,67.51,75.14,0,socioeconomics,disadvan
2017-2018,112,Hampton City,Other,Grade 7,545,650,83.85,2018,7,Socioeconomics,8,1,2019,hampton_city,Region 2 – Tidewater,Hampton City,78.955,1,74.06,78.45,0,socioeconomics,other
2017-2018,112,Hampton City,Disadvan,Grade 7,591,798,74.06,2018,7,Socioeconomics,8,1,2019,hampton_city,Region 2 – Tidewater,Hampton City,78.955,-1,74.06,78.45,0,socioeconomics,disadvan
2017-2018,42,Hanover County,Other,Grade 7,1004,1107,90.7,2018,7,Socioeconomics,8,1,2019,hanover_county,Region 1 – Central Virginia,Hanover County,79.92500000000001,1,69.15,86.32,0,socioeconomics,other
2017-2018,42,Hanover County,Disadvan,Grade 7,195,282,69.15,2018,7,Socioeconomics,8,1,2019,hanover_county,Region 1 – Central Virginia,Hanover County,79.92500000000001,-1,69.15,86.32,0,socioeconomics,disadvan
2017-2018,113,Harrisonburg City,Other,Grade 7,111,125,88.8,2018,7,Socioeconomics,8,1,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,73.92,1,59.04,67.94,0,socioeconomics,other
2017-2018,113,Harrisonburg City,Disadvan,Grade 7,173,293,59.04,2018,7,Socioeconomics,8,1,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,73.92,-1,59.04,67.94,0,socioeconomics,disadvan
2017-2018,43,Henrico County,Other,Grade 7,1956,2236,87.48,2018,7,Socioeconomics,8,1,2019,henrico_county,Region 1 – Central Virginia,Henrico County,74.725,1,61.97,76.96,0,socioeconomics,other
2017-2018,43,Henrico County,Disadvan,Grade 7,973,1570,61.97,2018,7,Socioeconomics,8,1,2019,henrico_county,Region 1 – Central Virginia,Henrico County,74.725,-1,61.97,76.96,0,socioeconomics,disadvan
2017-2018,44,Henry County,Other,Grade 7,190,222,85.59,2018,7,Socioeconomics,8,1,2019,henry_county,Region 6 – Western Virginia,Henry County,80.535,1,75.48,79.66,0,socioeconomics,other
2017-2018,44,Henry County,Disadvan,Grade 7,237,314,75.48,2018,7,Socioeconomics,8,1,2019,henry_county,Region 6 – Western Virginia,Henry County,80.535,-1,75.48,79.66,0,socioeconomics,disadvan
2017-2018,45,Highland County,Disadvan,Grade 7,10,11,90.91,2018,7,Socioeconomics,8,1,2019,highland_county,Region 5 – Valley,Highland County,NA,-1,90.91,93.33,0,socioeconomics,disadvan
2017-2018,114,Hopewell City,Other,Grade 7,87,112,77.68,2018,7,Socioeconomics,8,1,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,74.465,1,71.25,73.9,0,socioeconomics,other
2017-2018,114,Hopewell City,Disadvan,Grade 7,114,160,71.25,2018,7,Socioeconomics,8,1,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,74.465,-1,71.25,73.9,0,socioeconomics,disadvan
2017-2018,46,Isle of Wight County,Other,Grade 7,260,285,91.23,2018,7,Socioeconomics,8,1,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,83.37,1,75.51,85.88,0,socioeconomics,other
2017-2018,46,Isle of Wight County,Disadvan,Grade 7,111,147,75.51,2018,7,Socioeconomics,8,1,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,83.37,-1,75.51,85.88,0,socioeconomics,disadvan
2017-2018,48,King George County,Other,Grade 7,204,227,89.87,2018,7,Socioeconomics,8,1,2019,king_george_county,Region 3 – Northern Neck,King George County,83.14500000000001,1,76.42,85.59,0,socioeconomics,other
2017-2018,48,King George County,Disadvan,Grade 7,81,106,76.42,2018,7,Socioeconomics,8,1,2019,king_george_county,Region 3 – Northern Neck,King George County,83.14500000000001,-1,76.42,85.59,0,socioeconomics,disadvan
2017-2018,50,King William County,Other,Grade 7,75,104,72.12,2018,7,Socioeconomics,8,1,2019,king_william_county,Region 3 – Northern Neck,King William County,62.765,1,53.41,63.54,0,socioeconomics,other
2017-2018,50,King William County,Disadvan,Grade 7,47,88,53.41,2018,7,Socioeconomics,8,1,2019,king_william_county,Region 3 – Northern Neck,King William County,62.765,-1,53.41,63.54,0,socioeconomics,disadvan
2017-2018,49,King and Queen County,Other,Grade 7,20,20,100,2018,7,Socioeconomics,8,1,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,87.095,1,74.19,84.31,0,socioeconomics,other
2017-2018,49,King and Queen County,Disadvan,Grade 7,23,31,74.19,2018,7,Socioeconomics,8,1,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,87.095,-1,74.19,84.31,0,socioeconomics,disadvan
2017-2018,51,Lancaster County,Other,Grade 7,25,28,89.29,2018,7,Socioeconomics,8,1,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,74.455,1,59.62,70,0,socioeconomics,other
2017-2018,51,Lancaster County,Disadvan,Grade 7,31,52,59.62,2018,7,Socioeconomics,8,1,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,74.455,-1,59.62,70,0,socioeconomics,disadvan
2017-2018,52,Lee County,Other,Grade 7,76,86,88.37,2018,7,Socioeconomics,8,1,2019,lee_county,Region 7 – Southwest,Lee County,80.875,1,73.38,79.11,0,socioeconomics,other
2017-2018,52,Lee County,Disadvan,Grade 7,102,139,73.38,2018,7,Socioeconomics,8,1,2019,lee_county,Region 7 – Southwest,Lee County,80.875,-1,73.38,79.11,0,socioeconomics,disadvan
2017-2018,137,Lexington City,Other,Grade 7,50,51,98.04,2018,7,Socioeconomics,8,1,2019,lexington_city,Region 5 – Valley,Lexington City,74.02000000000001,1,50,86.57,0,socioeconomics,other
2017-2018,137,Lexington City,Disadvan,Grade 7,8,16,50,2018,7,Socioeconomics,8,1,2019,lexington_city,Region 5 – Valley,Lexington City,74.02000000000001,-1,50,86.57,0,socioeconomics,disadvan
2017-2018,53,Loudoun County,Other,Grade 7,4792,5166,92.76,2018,7,Socioeconomics,8,1,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,81.005,1,69.25,88.69,0,socioeconomics,other
2017-2018,53,Loudoun County,Disadvan,Grade 7,750,1083,69.25,2018,7,Socioeconomics,8,1,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,81.005,-1,69.25,88.69,0,socioeconomics,disadvan
2017-2018,54,Louisa County,Other,Grade 7,176,202,87.13,2018,7,Socioeconomics,8,1,2019,louisa_county,Region 5 – Valley,Louisa County,76.5,1,65.87,77.51,0,socioeconomics,other
2017-2018,54,Louisa County,Disadvan,Grade 7,110,167,65.87,2018,7,Socioeconomics,8,1,2019,louisa_county,Region 5 – Valley,Louisa County,76.5,-1,65.87,77.51,0,socioeconomics,disadvan
2017-2018,55,Lunenburg County,Other,Grade 7,32,37,86.49,2018,7,Socioeconomics,8,1,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,74.765,1,63.04,69.77,0,socioeconomics,other
2017-2018,55,Lunenburg County,Disadvan,Grade 7,58,92,63.04,2018,7,Socioeconomics,8,1,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,74.765,-1,63.04,69.77,0,socioeconomics,disadvan
2017-2018,115,Lynchburg City,Other,Grade 7,245,296,82.77,2018,7,Socioeconomics,8,1,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,69.49,1,56.21,69.27,0,socioeconomics,other
2017-2018,115,Lynchburg City,Disadvan,Grade 7,172,306,56.21,2018,7,Socioeconomics,8,1,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,69.49,-1,56.21,69.27,0,socioeconomics,disadvan
2017-2018,56,Madison County,Other,Grade 7,61,78,78.21,2018,7,Socioeconomics,8,1,2019,madison_county,Region 4 – Northern Virginia,Madison County,70.265,1,62.32,70.75,0,socioeconomics,other
2017-2018,56,Madison County,Disadvan,Grade 7,43,69,62.32,2018,7,Socioeconomics,8,1,2019,madison_county,Region 4 – Northern Virginia,Madison County,70.265,-1,62.32,70.75,0,socioeconomics,disadvan
2017-2018,143,Manassas City,Other,Grade 7,192,226,84.96,2018,7,Socioeconomics,8,1,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,73.025,1,61.09,71.14,0,socioeconomics,other
2017-2018,143,Manassas City,Disadvan,Grade 7,190,311,61.09,2018,7,Socioeconomics,8,1,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,73.025,-1,61.09,71.14,0,socioeconomics,disadvan
2017-2018,144,Manassas Park City,Other,Grade 7,81,104,77.88,2018,7,Socioeconomics,8,1,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,74.69999999999999,1,71.52,74.05,0,socioeconomics,other
2017-2018,144,Manassas Park City,Disadvan,Grade 7,113,158,71.52,2018,7,Socioeconomics,8,1,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,74.69999999999999,-1,71.52,74.05,0,socioeconomics,disadvan
2017-2018,116,Martinsville City,Other,Grade 7,25,33,75.76,2018,7,Socioeconomics,8,1,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,70.025,1,64.29,67.18,0,socioeconomics,other
2017-2018,116,Martinsville City,Disadvan,Grade 7,63,98,64.29,2018,7,Socioeconomics,8,1,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,70.025,-1,64.29,67.18,0,socioeconomics,disadvan
2017-2018,57,Mathews County,Other,Grade 7,39,46,84.78,2018,7,Socioeconomics,8,1,2019,mathews_county,Region 3 – Northern Neck,Mathews County,77.005,1,69.23,77.65,0,socioeconomics,other
2017-2018,57,Mathews County,Disadvan,Grade 7,27,39,69.23,2018,7,Socioeconomics,8,1,2019,mathews_county,Region 3 – Northern Neck,Mathews County,77.005,-1,69.23,77.65,0,socioeconomics,disadvan
2017-2018,58,Mecklenburg County,Other,Grade 7,117,130,90,2018,7,Socioeconomics,8,1,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,81.77000000000001,1,73.54,80.25,0,socioeconomics,other
2017-2018,58,Mecklenburg County,Disadvan,Grade 7,139,189,73.54,2018,7,Socioeconomics,8,1,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,81.77000000000001,-1,73.54,80.25,0,socioeconomics,disadvan
2017-2018,59,Middlesex County,Other,Grade 7,48,52,92.31,2018,7,Socioeconomics,8,1,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,85.285,1,78.26,85.71,0,socioeconomics,other
2017-2018,59,Middlesex County,Disadvan,Grade 7,36,46,78.26,2018,7,Socioeconomics,8,1,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,85.285,-1,78.26,85.71,0,socioeconomics,disadvan
2017-2018,60,Montgomery County,Other,Grade 7,421,467,90.15,2018,7,Socioeconomics,8,1,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,78.345,1,66.54,81.71,0,socioeconomics,other
2017-2018,60,Montgomery County,Disadvan,Grade 7,173,260,66.54,2018,7,Socioeconomics,8,1,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,78.345,-1,66.54,81.71,0,socioeconomics,disadvan
2017-2018,62,Nelson County,Other,Grade 7,45,55,81.82,2018,7,Socioeconomics,8,1,2019,nelson_county,Region 5 – Valley,Nelson County,70.13,1,58.44,68.18,0,socioeconomics,other
2017-2018,62,Nelson County,Disadvan,Grade 7,45,77,58.44,2018,7,Socioeconomics,8,1,2019,nelson_county,Region 5 – Valley,Nelson County,70.13,-1,58.44,68.18,0,socioeconomics,disadvan
2017-2018,63,New Kent County,Other,Grade 7,169,202,83.66,2018,7,Socioeconomics,8,1,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,77.545,1,71.43,81.27,0,socioeconomics,other
2017-2018,63,New Kent County,Disadvan,Grade 7,35,49,71.43,2018,7,Socioeconomics,8,1,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,77.545,-1,71.43,81.27,0,socioeconomics,disadvan
2017-2018,117,Newport News City,Other,Grade 7,618,784,78.83,2018,7,Socioeconomics,8,1,2019,newport_news_city,Region 2 – Tidewater,Newport News City,69.475,1,60.12,67.72,0,socioeconomics,other
2017-2018,117,Newport News City,Disadvan,Grade 7,689,1146,60.12,2018,7,Socioeconomics,8,1,2019,newport_news_city,Region 2 – Tidewater,Newport News City,69.475,-1,60.12,67.72,0,socioeconomics,disadvan
2017-2018,118,Norfolk City,Other,Grade 7,595,732,81.28,2018,7,Socioeconomics,8,1,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,72.17,1,63.06,69.77,0,socioeconomics,other
2017-2018,118,Norfolk City,Disadvan,Grade 7,792,1256,63.06,2018,7,Socioeconomics,8,1,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,72.17,-1,63.06,69.77,0,socioeconomics,disadvan
2017-2018,65,Northampton County,Other,Grade 7,14,17,82.35,2018,7,Socioeconomics,8,1,2019,northampton_county,Region 2 – Tidewater,Northampton County,77.875,1,73.4,74.77,0,socioeconomics,other
2017-2018,65,Northampton County,Disadvan,Grade 7,69,94,73.4,2018,7,Socioeconomics,8,1,2019,northampton_county,Region 2 – Tidewater,Northampton County,77.875,-1,73.4,74.77,0,socioeconomics,disadvan
2017-2018,66,Northumberland County,Other,Grade 7,38,39,97.44,2018,7,Socioeconomics,8,1,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,84.66,1,71.88,81.55,0,socioeconomics,other
2017-2018,66,Northumberland County,Disadvan,Grade 7,46,64,71.88,2018,7,Socioeconomics,8,1,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,84.66,-1,71.88,81.55,0,socioeconomics,disadvan
2017-2018,119,Norton City,Other,Grade 7,21,23,91.3,2018,7,Socioeconomics,8,1,2019,norton_city,Region 7 – Southwest,Norton City,82.83,1,74.36,80.65,0,socioeconomics,other
2017-2018,119,Norton City,Disadvan,Grade 7,29,39,74.36,2018,7,Socioeconomics,8,1,2019,norton_city,Region 7 – Southwest,Norton City,82.83,-1,74.36,80.65,0,socioeconomics,disadvan
2017-2018,67,Nottoway County,Other,Grade 7,44,50,88,2018,7,Socioeconomics,8,1,2019,nottoway_county,Region 8 – Southside,Nottoway County,77.505,1,67.01,74.15,0,socioeconomics,other
2017-2018,67,Nottoway County,Disadvan,Grade 7,65,97,67.01,2018,7,Socioeconomics,8,1,2019,nottoway_county,Region 8 – Southside,Nottoway County,77.505,-1,67.01,74.15,0,socioeconomics,disadvan
2017-2018,68,Orange County,Other,Grade 7,180,203,88.67,2018,7,Socioeconomics,8,1,2019,orange_county,Region 4 – Northern Virginia,Orange County,81.23,1,73.79,82.47,0,socioeconomics,other
2017-2018,68,Orange County,Disadvan,Grade 7,107,145,73.79,2018,7,Socioeconomics,8,1,2019,orange_county,Region 4 – Northern Virginia,Orange County,81.23,-1,73.79,82.47,0,socioeconomics,disadvan
2017-2018,69,Page County,Other,Grade 7,101,119,84.87,2018,7,Socioeconomics,8,1,2019,page_county,Region 4 – Northern Virginia,Page County,78.15,1,71.43,77.78,0,socioeconomics,other
2017-2018,69,Page County,Disadvan,Grade 7,95,133,71.43,2018,7,Socioeconomics,8,1,2019,page_county,Region 4 – Northern Virginia,Page County,78.15,-1,71.43,77.78,0,socioeconomics,disadvan
2017-2018,70,Patrick County,Other,Grade 7,71,81,87.65,2018,7,Socioeconomics,8,1,2019,patrick_county,Region 6 – Western Virginia,Patrick County,81.97,1,76.29,81.46,0,socioeconomics,other
2017-2018,70,Patrick County,Disadvan,Grade 7,74,97,76.29,2018,7,Socioeconomics,8,1,2019,patrick_county,Region 6 – Western Virginia,Patrick County,81.97,-1,76.29,81.46,0,socioeconomics,disadvan
2017-2018,120,Petersburg City,Other,Grade 7,37,57,64.91,2018,7,Socioeconomics,8,1,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,58.239999999999995,1,51.57,55.09,0,socioeconomics,other
2017-2018,120,Petersburg City,Disadvan,Grade 7,82,159,51.57,2018,7,Socioeconomics,8,1,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,58.239999999999995,-1,51.57,55.09,0,socioeconomics,disadvan
2017-2018,71,Pittsylvania County,Other,Grade 7,251,281,89.32,2018,7,Socioeconomics,8,1,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,84.10499999999999,1,78.89,83.33,0,socioeconomics,other
